XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
CMJHTIXJ=MO13:07-21:12,TU13:22-17:35,WE13:28-21:50,TH14:19-21:22,FR00:02-04:38,SA02:30-03:52,SU00:06-21:07,
IXCWCTJC=MO02:42-15:58,TU06:00-07:00,WE02:16-05:17,TH04:18-08:19,FR00:30-01:55,SA05:35-07:42,SU03:01-18:09,
KRYZHQGD=MO04:25-15:28,TU01:30-13:54,WE05:01-06:52,TH00:15-20:35,FR02:19-06:55,SA13:31-15:42,SU00:02-01:03,
FVDFYTEH=MO05:02-08:30,TU10:09-14:49,WE00:01-06:27,TH14:13-16:45,FR02:11-15:13,SA11:29-16:46,SU00:08-06:15,
QZOGCDRV=MO21:13-22:16,TU11:05-21:29,WE07:49-09:58,TH08:12-15:24,FR00:26-07:32,SA01:33-05:37,SU13:04-15:05,
WAFTHSZA=MO02:00-10:00,TU16:41-22:53,WE01:05-03:06,TH11:01-15:05,FR12:08-20:12,SA06:06-14:23,SU08:01-13:02,
NEYTJAVV=MO02:17-21:30,TU02:33-16:47,WE00:01-01:04,TH02:04-03:14,FR07:01-17:56,SA03:05-12:47,SU02:45-04:48,
ZXOMQXEF=MO04:00-16:27,TU04:00-14:06,WE02:27-05:42,TH08:07-14:21,FR01:32-05:39,SA00:23-00:57,SU06:26-11:33,
RYSXMLDA=MO09:00-17:39,TU00:10-00:33,WE14:51-20:55,TH01:33-10:40,FR11:04-21:18,SA00:13-00:35,SU04:25-13:32,
ZROPLIXD=MO03:30-12:41,TU00:03-01:04,WE07:49-14:54,TH13:04-19:43,FR18:06-22:43,SA01:18-05:20,SU17:16-18:18,
FINXIKIL=MO00:23-03:32,TU03:27-09:55,WE01:00-02:10,TH00:05-01:35,FR17:38-18:46,SA04:02-12:58,SU00:01-05:38,
WVVQKRAR=MO00:04-15:14,TU10:22-13:45,WE03:19-07:35,TH02:11-16:31,FR02:18-19:30,SA08:01-13:03,SU04:27-15:45,
YUASXXWY=MO03:01-04:02,TU00:07-00:34,WE02:13-20:21,TH07:07-21:17,FR01:28-20:30,SA00:00-06:13,SU08:00-13:02,
LQYPQXGX=MO01:08-03:40,TU06:07-15:12,WE04:13-05:41,TH08:46-13:48,FR01:22-08:44,SA11:01-18:46,SU00:08-01:48,
WJHSUCTO=MO00:00-04:02,TU00:37-00:48,WE02:15-06:43,TH00:18-03:25,FR07:13-15:30,SA07:24-10:40,SU14:18-16:27,
XJRQHZIX=MO05:00-18:15,TU00:24-01:38,WE02:11-12:22,TH05:03-06:10,FR13:13-21:25,SA12:00-14:40,SU05:23-07:26,
UEFLWBHS=MO06:13-07:16,TU02:13-10:16,WE02:08-10:57,TH01:12-02:46,FR00:08-06:29,SA18:47-21:53,SU03:09-06:37,
BXIPHTUL=MO09:17-14:23,TU09:33-13:41,WE00:02-05:37,TH19:38-20:44,FR04:01-12:03,SA04:02-11:13,SU02:16-12:51,
INJRXSVT=MO05:15-10:16,TU01:13-09:30,WE13:13-22:48,TH02:44-06:49,FR00:04-13:05,SA04:05-11:37,SU00:09-02:18,
VGHHPNOA=MO00:20-15:28,TU08:12-10:20,WE00:03-02:05,TH02:01-04:08,FR00:08-21:15,SA08:30-12:47,SU00:24-17:27,
EAWQZRYP=MO04:00-08:18,TU05:03-18:33,WE00:00-00:28,TH00:07-06:44,FR09:14-12:15,SA04:04-10:06,SU02:06-05:20,
XFURKXHQ=MO00:16-02:26,TU16:05-21:17,WE03:00-07:00,TH11:28-12:52,FR04:04-08:25,SA01:04-13:57,SU13:37-20:47,
HNRPGWCX=MO02:20-13:46,TU06:39-11:46,WE03:07-08:11,TH00:23-00:40,FR02:10-07:45,SA05:03-08:34,SU15:13-22:40,
FZGFXQCR=MO04:17-22:31,TU02:02-16:22,WE09:05-18:22,TH03:38-13:54,FR08:11-18:50,SA00:12-01:14,SU03:00-05:01,
FNYBGQLZ=MO00:04-03:46,TU00:05-00:09,WE11:28-12:37,TH16:03-17:08,FR10:09-16:48,SA00:15-01:55,SU10:00-13:41,
GCJWYGTP=MO01:00-05:20,TU07:27-08:50,WE08:12-09:24,TH00:00-07:00,FR00:13-07:17,SA12:20-18:34,SU16:02-19:18,
MKFUZXIS=MO04:27-06:33,TU01:07-16:37,WE06:14-08:37,TH06:52-19:58,FR08:10-21:11,SA00:03-01:20,SU04:24-11:49,
ZXTBFUCF=MO00:13-15:20,TU03:23-11:40,WE07:05-09:49,TH08:32-13:42,FR02:00-20:11,SA02:14-12:22,SU14:09-20:48,
EXSAMFVL=MO00:09-01:28,TU00:00-01:25,WE08:18-19:21,TH04:20-06:45,FR05:12-18:52,SA01:10-07:18,SU00:04-01:30,
OSPOLVAX=MO09:09-22:14,TU00:49-02:54,WE01:47-04:49,TH01:17-04:50,FR08:19-19:43,SA10:31-15:55,SU00:26-01:27,
YETEXONS=MO00:06-00:25,TU10:02-17:40,WE02:09-12:15,TH10:23-14:30,FR13:37-18:57,SA02:21-03:32,SU00:00-03:54,
KXSTYCDZ=MO01:25-04:36,TU03:07-14:14,WE03:39-09:44,TH13:08-20:13,FR04:05-05:27,SA03:05-14:15,SU00:05-04:08,
MQUCZSLQ=MO20:26-21:31,TU03:01-07:02,WE07:00-08:00,TH01:07-04:11,FR16:10-19:29,SA05:23-10:24,SU01:09-03:26,
RVXTWVPB=MO17:21-20:32,TU12:31-16:34,WE06:03-14:10,TH02:03-03:17,FR03:15-06:25,SA15:29-22:42,SU02:13-03:39,
WWZJZDXZ=MO00:16-07:35,TU06:00-13:22,WE04:30-09:42,TH00:05-01:18,FR02:07-05:17,SA01:07-06:21,SU04:13-11:41,
CLJOZQRK=MO01:20-09:29,TU04:05-12:35,WE13:42-15:43,TH14:04-22:07,FR06:04-13:13,SA20:56-21:57,SU00:27-01:40,
PLKZXGSO=MO05:05-21:30,TU07:00-08:04,WE16:18-18:31,TH00:14-07:32,FR14:10-17:48,SA00:29-01:42,SU04:08-05:39,
KIQVTSIE=MO01:44-02:57,TU12:32-15:58,WE00:29-01:55,TH06:02-09:24,FR01:16-11:54,SA00:40-18:58,SU10:01-17:02,
TRDOOZLE=MO03:07-19:55,TU01:17-13:48,WE13:00-18:05,TH05:23-21:33,FR05:15-22:24,SA00:07-11:11,SU05:08-06:19,
DPRXXOLU=MO00:13-01:20,TU00:03-00:14,WE16:02-22:20,TH06:17-19:50,FR05:24-08:45,SA07:14-09:38,SU03:03-13:15,
WSPHPMCC=MO00:29-20:52,TU01:01-05:03,WE07:25-19:37,TH02:32-03:44,FR04:07-21:16,SA09:47-14:52,SU00:21-07:37,
BESXVCLD=MO06:10-09:11,TU01:13-07:22,WE05:17-20:45,TH07:19-14:46,FR03:03-21:15,SA07:07-18:10,SU05:00-19:04,
SCTSUSRU=MO03:30-11:46,TU05:09-11:55,WE02:05-07:19,TH00:13-01:17,FR00:25-01:57,SA02:41-21:51,SU00:00-04:04,
HWATMFLE=MO05:13-21:30,TU00:17-05:18,WE04:01-18:04,TH03:12-21:52,FR00:20-00:27,SA11:01-15:46,SU13:02-17:51,
ETRBZKXF=MO13:41-17:51,TU10:04-17:14,WE00:43-04:46,TH09:00-16:01,FR02:00-09:01,SA01:11-02:17,SU01:00-06:00,
UWDTYCYB=MO02:00-07:05,TU02:39-03:58,WE00:34-02:38,TH02:04-13:30,FR09:00-21:18,SA06:03-07:17,SU04:23-07:42,
PIZBHQEO=MO03:17-16:38,TU06:03-14:15,WE00:11-06:45,TH03:43-04:55,FR10:12-11:14,SA01:01-15:14,SU02:19-18:28,
EWHUUFQQ=MO11:39-17:50,TU19:10-20:35,WE00:10-02:18,TH03:00-09:03,FR03:04-09:10,SA02:05-04:14,SU03:30-07:32,
ZQLUAEQZ=MO02:00-06:06,TU00:07-01:13,WE08:01-15:02,TH08:22-16:44,FR02:21-08:27,SA09:47-14:51,SU05:03-16:12,
GKHDPVUO=MO03:07-18:22,TU02:00-11:04,WE10:06-19:08,TH11:12-15:34,FR00:08-18:34,SA03:00-05:03,SU17:08-21:31,
NHPCGGDN=MO12:11-14:30,TU11:08-13:21,WE01:00-06:03,TH08:09-14:32,FR05:27-14:46,SA02:08-15:54,SU01:00-02:12,
JUMHKOVX=MO10:38-21:55,TU02:06-08:12,WE06:04-09:39,TH09:08-20:12,FR08:13-14:17,SA00:07-07:23,SU00:14-05:17,
CLTQTEFO=MO06:05-16:08,TU04:02-09:36,WE00:11-16:57,TH01:31-04:37,FR01:00-02:00,SA05:27-08:30,SU07:02-10:04,
IJLSUIOU=MO08:19-22:28,TU03:30-12:40,WE00:12-10:14,TH00:04-02:15,FR04:27-06:43,SA00:00-00:04,SU00:22-06:35,
THMMPIFQ=MO06:06-20:39,TU01:06-21:26,WE10:18-12:26,TH03:41-05:57,FR01:32-13:49,SA07:26-09:31,SU02:11-08:30,
PPATYJNX=MO06:26-12:33,TU12:01-14:02,WE05:21-06:36,TH01:20-08:55,FR00:00-00:01,SA04:05-06:26,SU03:31-20:47,
XNPDHWRI=MO01:03-05:05,TU04:00-07:05,WE00:13-05:17,TH04:21-16:34,FR00:00-00:23,SA08:00-20:49,SU13:21-17:25,
XFDREHPQ=MO10:30-11:32,TU06:15-09:42,WE04:03-05:39,TH05:04-12:06,FR08:01-15:04,SA00:16-05:29,SU01:18-04:57,
IYCEMHXX=MO04:35-06:37,TU09:29-14:53,WE09:45-12:55,TH01:04-02:19,FR02:06-07:10,SA02:09-12:23,SU01:00-07:05,
NBUZXRPF=MO01:05-10:06,TU02:02-03:04,WE12:51-17:55,TH02:34-21:45,FR07:00-19:00,SA00:08-01:14,SU00:01-03:25,
ZDATTOAE=MO00:09-00:15,TU07:00-13:11,WE00:03-03:06,TH05:30-10:47,FR06:24-22:40,SA01:18-03:20,SU02:40-11:52,
HGAWWJXF=MO08:23-12:37,TU00:02-01:03,WE05:06-14:18,TH01:39-20:58,FR08:42-15:47,SA00:31-03:33,SU04:02-06:23,
RWUYHOXX=MO01:00-07:05,TU00:03-06:23,WE19:15-22:51,TH04:23-09:42,FR06:15-14:24,SA08:14-16:34,SU09:24-16:25,
GJMCXJFQ=MO14:01-15:02,TU03:25-11:39,WE00:41-07:43,TH01:00-02:10,FR02:02-09:03,SA04:30-06:33,SU17:39-22:55,
XAAQCNIQ=MO14:18-18:28,TU01:22-15:24,WE06:14-15:38,TH01:12-04:44,FR01:02-04:10,SA11:19-15:50,SU00:25-12:29,
XKXBCEVQ=MO12:34-21:56,TU20:39-22:55,WE07:07-09:15,TH02:19-06:28,FR00:41-02:42,SA04:15-16:42,SU00:09-09:11,
IEFBBXYB=MO01:17-12:38,TU13:07-18:13,WE01:21-12:32,TH08:09-13:22,FR05:00-08:30,SA00:00-08:01,SU04:30-18:37,
GLNXHEZY=MO13:08-20:25,TU00:05-03:12,WE15:20-16:38,TH07:32-19:42,FR02:13-10:30,SA08:48-10:52,SU08:03-10:47,
KFVVLOGI=MO03:41-13:42,TU04:00-14:27,WE00:01-08:17,TH05:33-20:56,FR03:09-17:20,SA00:04-01:31,SU00:06-08:39,
RRRSZMNX=MO05:13-11:26,TU00:00-02:03,WE19:00-21:02,TH08:13-16:27,FR12:24-20:25,SA09:33-15:36,SU05:08-16:22,
XNGUBOJN=MO08:02-13:23,TU01:25-22:42,WE00:50-01:54,TH10:00-21:08,FR12:11-16:47,SA00:12-02:51,SU15:13-20:16,
EXOUICSS=MO08:01-22:07,TU01:19-06:54,WE01:02-11:51,TH01:00-03:21,FR04:32-21:49,SA00:34-01:47,SU05:10-13:25,
KJAQIMZE=MO05:08-08:16,TU04:01-18:06,WE02:28-10:40,TH05:09-07:51,FR03:06-17:17,SA04:06-13:47,SU01:01-02:29,
RRDOSQBX=MO03:42-07:43,TU01:14-08:22,WE05:00-17:03,TH12:22-17:27,FR02:00-08:00,SA02:02-09:04,SU01:09-02:16,
TUNDLIRT=MO04:38-22:46,TU03:03-15:15,WE02:04-09:05,TH07:03-11:14,FR02:09-19:21,SA06:52-22:58,SU00:33-10:42,
QXSCXJRZ=MO12:00-16:08,TU16:08-17:14,WE00:16-01:26,TH00:24-05:48,FR02:01-03:07,SA14:13-22:46,SU15:01-16:08,
SOWPRFBR=MO09:03-14:04,TU00:12-00:47,WE03:02-15:17,TH01:08-02:52,FR04:00-22:03,SA01:21-02:38,SU02:02-06:03,
KZFMFRJN=MO01:12-02:24,TU04:10-08:11,WE05:30-09:36,TH00:00-01:02,FR10:00-11:04,SA00:28-00:43,SU03:41-06:50,
UMHHCUWH=MO10:07-16:24,TU06:05-22:29,WE05:03-08:06,TH04:25-06:30,FR05:01-21:02,SA11:27-22:51,SU05:48-12:57,
QJBOVVXF=MO04:36-15:41,TU01:18-07:33,WE02:07-05:20,TH08:06-16:31,FR11:30-15:46,SA00:14-01:18,SU13:36-19:42,
UUSXOYXV=MO00:04-01:21,TU08:07-20:19,WE06:31-17:50,TH00:06-01:15,FR02:00-14:00,SA04:01-16:08,SU01:14-16:40,
KKYLTYEE=MO03:18-04:19,TU08:41-10:49,WE02:01-03:18,TH15:13-19:38,FR00:03-00:10,SA10:11-16:12,SU05:00-09:07,
ZTTXUJPI=MO00:11-02:49,TU01:02-09:16,WE01:31-03:58,TH05:39-06:55,FR15:07-18:48,SA10:14-18:19,SU06:07-10:08,
ZQDRCZYE=MO09:42-11:45,TU03:32-05:45,WE00:05-05:51,TH00:29-00:50,FR07:11-15:41,SA02:08-09:18,SU14:44-18:54,
UHGZVHLT=MO17:00-19:00,TU00:39-14:53,WE00:11-06:19,TH05:00-08:02,FR13:02-20:03,SA05:07-11:52,SU09:30-10:34,
IULFCMIM=MO01:09-21:50,TU02:28-10:34,WE05:06-21:17,TH01:01-02:48,FR03:10-20:53,SA00:04-01:09,SU10:03-19:04,
LAHZULAK=MO00:35-00:48,TU09:04-12:29,WE08:37-09:52,TH00:00-03:02,FR01:22-05:53,SA00:01-09:44,SU03:19-18:55,
EQORCBFJ=MO13:01-15:14,TU01:22-14:42,WE00:09-01:15,TH10:06-18:26,FR07:02-08:07,SA07:20-20:56,SU03:06-06:13,
SCZQGKKH=MO10:26-14:47,TU06:05-15:37,WE02:12-06:36,TH04:06-05:10,FR05:30-06:32,SA01:09-04:38,SU08:12-09:26,
PCYDOFCX=MO04:33-06:36,TU00:19-03:49,WE03:16-05:18,TH00:43-00:57,FR02:22-15:43,SA11:29-19:34,SU01:00-08:00,
GUXQNPNV=MO07:12-10:58,TU08:25-09:36,WE00:09-00:13,TH04:03-06:41,FR14:10-19:11,SA07:24-20:33,SU01:01-03:39,
FSVNBZKC=MO04:36-14:57,TU02:03-12:06,WE00:03-00:05,TH11:10-12:20,FR08:19-09:34,SA02:54-03:58,SU05:00-12:13,
FBGYVCNO=MO02:01-03:03,TU09:09-10:33,WE18:37-20:42,TH00:52-01:53,FR01:00-18:07,SA09:10-11:46,SU01:21-13:22,
ZWEEOYMJ=MO00:04-03:06,TU00:02-13:15,WE06:29-07:32,TH06:46-14:54,FR00:23-01:37,SA00:10-00:18,SU03:09-17:11,
IZLIUAKH=MO08:14-09:22,TU09:08-12:39,WE00:17-03:33,TH04:00-06:02,FR00:17-03:41,SA16:29-17:42,SU17:09-19:15,
XBQCKSCA=MO00:12-00:18,TU02:00-04:02,WE09:03-10:12,TH02:20-09:43,FR03:05-06:06,SA10:03-21:04,SU17:00-20:28,
IRGCDPPR=MO05:17-10:34,TU03:28-18:35,WE04:06-05:10,TH03:15-08:29,FR06:15-12:26,SA05:00-06:30,SU04:47-05:52,
YCWQUIRR=MO04:07-14:22,TU04:15-16:30,WE00:29-01:36,TH00:10-18:34,FR13:33-19:36,SA14:00-19:30,SU08:20-11:25,
JCNSKMIA=MO01:00-02:05,TU00:09-01:57,WE02:03-06:21,TH12:03-17:35,FR02:13-04:19,SA09:08-12:18,SU00:06-02:08,
CURZJBPY=MO09:21-16:44,TU06:06-20:15,WE09:01-10:05,TH03:41-12:44,FR04:14-05:42,SA07:02-16:40,SU00:01-05:13,
HHIJGVSX=MO05:05-12:39,TU00:02-02:39,WE00:06-00:14,TH08:31-19:52,FR02:15-07:19,SA03:02-09:10,SU02:05-15:48,
UXLUHMRS=MO21:02-22:12,TU09:12-15:16,WE01:02-02:10,TH00:04-04:08,FR00:33-01:51,SA03:07-06:40,SU04:22-05:23,
ALMXSUJF=MO08:13-11:47,TU04:03-06:05,WE09:38-11:47,TH01:50-21:53,FR04:49-07:58,SA00:09-01:49,SU04:13-05:36,
ZNAQCNQC=MO06:16-14:41,TU11:01-17:31,WE02:07-03:20,TH01:04-02:10,FR00:02-00:10,SA14:08-15:16,SU05:03-16:05,
YJVVQSCX=MO02:00-16:48,TU08:12-20:48,WE07:01-22:27,TH00:28-03:29,FR02:35-20:53,SA00:02-14:03,SU01:42-08:52,
VPCSWAMZ=MO00:19-05:48,TU03:13-06:55,WE06:37-16:50,TH00:03-01:06,FR10:03-17:10,SA02:03-03:58,SU00:22-09:51,
KXFGQSTN=MO02:33-06:35,TU01:34-14:47,WE00:35-00:38,TH09:23-11:32,FR00:30-01:58,SA12:25-16:28,SU02:40-10:45,
ITZVFKTA=MO08:10-12:13,TU09:25-10:49,WE02:18-05:37,TH11:11-16:18,FR04:13-06:20,SA00:06-07:22,SU04:39-17:41,
FEBERZCZ=MO04:01-06:02,TU08:10-11:50,WE03:22-12:25,TH06:19-08:20,FR05:03-06:06,SA00:43-00:50,SU02:04-05:07,
UKEKGAVK=MO00:00-01:07,TU00:25-13:34,WE00:29-01:55,TH01:18-12:24,FR18:03-20:09,SA05:08-13:37,SU00:01-01:07,
XBSPZXFB=MO07:32-08:50,TU00:08-04:42,WE01:39-02:43,TH15:23-16:37,FR01:12-05:32,SA04:02-09:17,SU01:01-10:20,
INHTYVDC=MO02:02-03:06,TU00:05-20:17,WE03:00-15:05,TH13:03-17:26,FR08:27-13:33,SA00:30-04:49,SU03:34-18:36,
IXNBLXQN=MO02:15-10:20,TU07:26-08:42,WE04:14-06:20,TH00:11-10:43,FR03:06-14:09,SA03:10-10:28,SU10:24-15:36,
ESELMOKJ=MO00:29-09:37,TU00:23-01:27,WE03:09-10:10,TH17:46-19:49,FR01:45-12:48,SA13:45-15:58,SU01:47-02:50,
OVNXLTSP=MO06:11-10:34,TU01:01-03:02,WE00:11-09:50,TH00:03-01:08,FR03:45-12:58,SA04:02-06:03,SU16:04-21:06,
TTALBTHU=MO00:16-07:24,TU03:01-21:06,WE02:24-17:43,TH11:16-14:36,FR00:29-01:52,SA02:01-07:18,SU06:03-16:06,
GDPXXXKK=MO08:35-16:48,TU04:41-07:42,WE03:32-05:47,TH05:26-14:37,FR11:05-19:25,SA05:11-07:37,SU00:25-00:43,
GDQGZLPP=MO13:04-22:23,TU00:54-00:55,WE09:12-14:20,TH07:32-14:42,FR08:15-18:55,SA01:14-13:36,SU01:14-08:20,
DQUTLPTA=MO10:07-19:41,TU09:22-14:58,WE00:05-01:12,TH06:19-12:25,FR08:00-15:06,SA04:06-08:14,SU02:11-06:25,
XCCGEHJF=MO00:03-03:14,TU01:03-10:09,WE02:36-03:40,TH12:17-20:23,FR03:14-15:22,SA13:05-20:53,SU00:08-10:10,
KPSTSBXH=MO00:13-09:47,TU00:32-04:34,WE00:25-13:38,TH00:09-02:39,FR04:34-05:54,SA02:05-04:13,SU00:08-01:23,
VEEJLVIH=MO19:06-21:22,TU02:10-16:26,WE04:04-05:41,TH12:47-15:50,FR04:08-09:34,SA10:22-19:36,SU06:15-22:54,
DBSWBXYV=MO07:31-15:41,TU05:01-17:08,WE00:00-06:03,TH00:31-10:32,FR02:49-14:57,SA02:03-06:09,SU09:31-15:47,
GVRFGFXN=MO00:20-00:45,TU00:10-01:15,WE15:05-20:06,TH11:02-14:15,FR01:04-11:16,SA00:14-08:18,SU05:00-11:38,
HIXXRZJW=MO15:07-19:50,TU02:02-09:48,WE04:08-22:11,TH10:33-15:41,FR08:00-10:18,SA03:09-16:40,SU08:15-21:32,
RDKIAXAC=MO02:21-03:38,TU13:12-20:55,WE16:19-22:21,TH04:11-16:13,FR02:17-07:20,SA00:09-12:57,SU02:16-05:51,
BXDQVTPP=MO08:09-20:45,TU16:50-20:53,WE02:37-15:58,TH00:03-14:45,FR02:04-04:38,SA02:23-03:49,SU00:01-04:06,
KNKTQDKB=MO03:00-20:04,TU03:20-05:37,WE09:31-12:34,TH18:19-19:27,FR01:06-05:07,SA07:02-14:07,SU03:04-04:18,
YFWMBYNC=MO01:07-15:17,TU08:15-16:48,WE07:11-08:53,TH14:00-16:11,FR07:02-15:14,SA00:24-00:30,SU03:21-15:50,
YLXTILVO=MO08:41-13:42,TU02:00-07:18,WE00:03-00:10,TH01:02-18:18,FR08:21-20:27,SA07:05-13:18,SU07:20-10:28,
MMECHGTA=MO19:01-20:07,TU00:40-01:51,WE08:03-11:10,TH05:07-07:18,FR11:00-21:00,SA00:32-00:43,SU03:24-18:26,
KBATXNUO=MO01:07-21:36,TU00:02-22:08,WE10:26-14:56,TH08:32-09:48,FR00:26-00:46,SA05:23-15:29,SU12:06-20:07,
HTMFTSWQ=MO04:06-08:44,TU03:12-06:52,WE00:15-00:58,TH00:25-01:26,FR04:14-09:17,SA03:01-16:03,SU13:01-16:13,
ZMRTWMCA=MO07:02-09:20,TU00:00-00:52,WE00:19-00:39,TH00:19-02:26,FR02:02-16:04,SA04:11-14:51,SU09:05-16:07,
WZEJNAPT=MO11:29-13:34,TU14:11-17:17,WE06:00-07:01,TH01:14-03:18,FR00:02-19:14,SA01:19-02:23,SU10:18-21:19,
DRWAJLRI=MO00:10-05:43,TU01:15-06:33,WE17:42-19:45,TH02:01-04:03,FR03:21-04:41,SA03:32-18:42,SU02:13-16:21,
YJTOHDTF=MO01:09-02:35,TU00:13-01:34,WE02:04-03:20,TH00:04-01:12,FR04:41-05:45,SA03:40-13:41,SU08:18-09:21,
TSBJNTRI=MO16:01-20:26,TU16:13-20:32,WE00:10-10:58,TH00:00-04:06,FR05:35-06:45,SA04:10-13:29,SU00:24-01:30,
FQONPFLI=MO04:07-08:55,TU02:00-03:35,WE08:25-09:42,TH00:20-01:45,FR09:05-14:40,SA00:27-02:41,SU14:04-15:07,
IGOJCQQX=MO14:02-22:14,TU08:03-22:12,WE10:09-20:20,TH09:11-17:38,FR00:15-02:29,SA02:16-11:22,SU14:08-20:58,
QHSQSCZV=MO01:18-21:41,TU00:03-04:05,WE13:22-22:25,TH00:23-00:37,FR02:20-05:27,SA02:35-05:42,SU03:02-17:27,
WWWTMROS=MO01:06-03:58,TU06:03-08:39,WE04:16-15:41,TH00:41-06:48,FR07:17-11:20,SA02:06-08:50,SU00:22-09:28,
BQTKXNFO=MO05:35-09:38,TU12:08-15:44,WE03:40-10:46,TH01:05-10:20,FR11:00-15:03,SA00:52-12:54,SU09:54-11:55,
NCVXNJQW=MO05:23-17:43,TU13:15-14:18,WE19:09-22:10,TH12:14-21:37,FR00:29-12:30,SA18:31-22:38,SU00:26-01:39,
XXNYEWUF=MO00:30-05:37,TU04:14-07:18,WE14:17-18:41,TH07:12-08:30,FR10:23-22:29,SA01:02-11:21,SU02:24-06:29,
UKYEERDA=MO04:09-05:36,TU05:00-15:00,WE13:02-14:08,TH08:19-16:46,FR00:32-00:37,SA00:08-01:14,SU00:00-00:06,
OGERXDIC=MO01:01-07:15,TU04:22-07:55,WE11:00-16:03,TH00:22-01:54,FR08:07-19:46,SA02:01-13:02,SU04:08-21:14,
LTTHRSPZ=MO00:32-02:33,TU04:00-05:00,WE00:00-06:01,TH01:07-22:18,FR04:00-15:04,SA08:06-21:12,SU04:44-06:51,
LWBFLUXK=MO18:03-19:05,TU00:07-12:08,WE04:13-08:44,TH00:26-20:41,FR03:27-06:35,SA02:02-03:27,SU09:45-15:53,
BMLQQPKA=MO12:00-13:03,TU19:30-21:44,WE10:06-16:08,TH03:24-20:34,FR07:29-11:58,SA15:11-16:33,SU07:14-13:22,
KXRFIBLZ=MO00:09-04:34,TU01:11-02:22,WE00:28-00:40,TH00:33-13:56,FR06:09-15:30,SA09:13-13:54,SU03:10-07:11,
DSZHUEYD=MO05:18-12:47,TU02:09-13:11,WE00:34-00:44,TH09:00-12:00,FR09:07-14:36,SA06:12-08:38,SU02:20-08:45,
NZEDGWRX=MO02:35-13:42,TU01:26-17:35,WE05:33-22:39,TH02:00-06:03,FR03:04-08:07,SA09:36-11:45,SU04:08-22:14,
YQXKQXVB=MO12:21-19:45,TU01:04-02:26,WE06:05-20:10,TH06:00-12:00,FR13:08-21:42,SA00:04-00:05,SU00:32-02:38,
FVZZXLJC=MO06:00-11:00,TU19:14-21:19,WE01:05-02:06,TH05:15-08:16,FR00:05-06:32,SA03:25-09:39,SU04:15-16:54,
KFZYROCJ=MO07:13-13:23,TU00:03-00:06,WE17:28-21:42,TH16:52-19:55,FR05:06-21:07,SA01:09-16:22,SU01:19-06:58,
BOSHLWCF=MO04:01-05:53,TU00:26-00:35,WE05:06-16:15,TH10:08-19:50,FR00:06-12:58,SA02:02-09:40,SU09:00-12:00,
OQGKYFOL=MO01:04-09:07,TU05:23-13:33,WE00:01-00:02,TH06:02-08:09,FR04:02-08:04,SA04:24-09:34,SU00:06-02:17,
RZUBABXJ=MO11:09-19:39,TU18:15-22:19,WE07:07-12:08,TH09:10-19:21,FR10:00-11:03,SA01:13-13:34,SU08:21-14:32,
AOXMPEHC=MO01:18-07:22,TU08:06-15:17,WE01:12-09:21,TH00:06-00:18,FR00:22-07:56,SA10:04-15:05,SU01:01-12:03,
GDVAEDBN=MO03:05-04:39,TU00:01-01:32,WE00:00-17:01,TH09:46-11:51,FR07:04-17:22,SA02:11-08:44,SU06:42-12:45,
UGBFOUXU=MO06:03-20:28,TU03:00-10:02,WE02:23-03:36,TH11:02-14:49,FR10:05-13:06,SA03:25-10:48,SU00:01-00:05,
WSUPSBYO=MO00:43-10:48,TU00:16-01:25,WE00:03-04:38,TH05:23-06:42,FR03:02-05:06,SA07:03-11:11,SU03:21-05:36,
BHJMVIFZ=MO00:42-18:48,TU13:12-19:32,WE00:17-03:20,TH00:02-01:41,FR05:10-06:13,SA01:16-02:47,SU19:25-20:48,
YPYTFLRI=MO19:33-20:45,TU12:00-17:04,WE04:00-10:25,TH00:06-02:14,FR01:10-03:39,SA04:17-12:42,SU09:00-10:01,
DRKFLBDI=MO03:31-17:45,TU02:21-16:48,WE09:24-17:45,TH01:30-10:55,FR08:05-12:06,SA03:56-04:58,SU06:02-07:37,
AZPUYITY=MO03:29-18:39,TU01:26-11:56,WE03:09-06:16,TH18:09-19:12,FR00:37-04:44,SA08:06-15:24,SU01:31-02:33,
PSXRBKZZ=MO10:27-20:37,TU00:06-01:11,WE03:01-09:10,TH03:02-05:12,FR18:03-20:23,SA11:15-20:48,SU14:09-15:44,
HZIYZKIY=MO04:22-07:32,TU16:32-18:53,WE06:01-07:22,TH02:07-05:43,FR03:08-07:51,SA09:42-10:43,SU07:15-09:18,
SAOOCGZP=MO00:27-01:49,TU08:34-09:52,WE03:00-05:17,TH00:08-16:10,FR10:12-17:29,SA16:27-19:35,SU00:18-00:24,
KJVZCXIO=MO04:23-08:34,TU07:11-14:52,WE00:02-00:25,TH00:00-01:03,FR02:02-19:08,SA01:30-07:52,SU01:04-02:13,
SOWBITOS=MO18:07-22:18,TU13:32-14:54,WE17:24-22:25,TH05:07-09:18,FR01:00-04:00,SA04:01-08:13,SU13:08-19:35,
WNUEPWBH=MO01:21-08:42,TU07:06-13:20,WE03:02-10:45,TH13:10-17:49,FR02:13-12:16,SA02:03-19:10,SU13:22-21:34,
